Date,Reaction Time Avg
2026-05-02,0.4966408729553223
2026-05-03,0.5287909030914306
2026-05-04,0.3531188488006592
2026-05-05,0.39350690841674807
2026-05-06,0.4417413711547852
2026-05-07,0.6954338550567627
2026-05-08,0.4071230411529541
2026-05-09,0.2941558361053467
2026-05-10,0.25658483505249025
2026-05-11,0.3360249996185303
